Postcode,Area,District,Total,Males,Females,Occupied_Households
L35 5AD,L35,5AD,65,40,25,26
L35 5AE,L35,5AE,38,23,15,23
L35 5AF,L35,5AF,44,20,24,21
L35 5AG,L35,5AG,99,44,55,43
L35 5AH,L35,5AH,33,14,19,14
L35 5AJ,L35,5AJ,75,25,50,36
L35 5AL,L35,5AL,4,1,3,2
L35 5AN,L35,5AN,33,15,18,14
L35 5AP,L35,5AP,121,62,59,59
L35 5AQ,L35,5AQ,38,20,18,15
L35 5AR,L35,5AR,109,56,53,36
L35 5AS,L35,5AS,85,43,42,31
L35 5AT,L35,5AT,107,53,54,48
L35 5AU,L35,5AU,29,16,13,13
L35 5AW,L35,5AW,79,43,36,27
L35 5AX,L35,5AX,76,38,38,30
L35 5AY,L35,5AY,72,37,35,27
L35 5AZ,L35,5AZ,39,19,20,16
L35 5BA,L35,5BA,43,21,22,16
L35 5BB,L35,5BB,46,23,23,12
L35 5BD,L35,5BD,90,41,49,38
L35 5BE,L35,5BE,71,37,34,28
L35 5BG,L35,5BG,83,40,43,32
L35 5BH,L35,5BH,120,44,76,50
L35 5BJ,L35,5BJ,108,49,59,39
L35 5BL,L35,5BL,83,36,47,24
L35 5BN,L35,5BN,37,17,20,16
L35 5BP,L35,5BP,78,33,45,27
L35 5BQ,L35,5BQ,44,23,21,15
L35 5BR,L35,5BR,60,28,32,19
L35 5BS,L35,5BS,105,55,50,34
L35 5BT,L35,5BT,12,5,7,5
L35 5BU,L35,5BU,84,36,48,35
L35 5BW,L35,5BW,70,25,45,29
L35 5BX,L35,5BX,21,10,11,7
L35 5BY,L35,5BY,63,26,37,25
L35 5BZ,L35,5BZ,57,23,34,13
L35 5DA,L35,5DA,52,19,33,20
L35 5DB,L35,5DB,59,31,28,21
L35 5DD,L35,5DD,52,26,26,20
L35 5DE,L35,5DE,73,34,39,30
L35 5DF,L35,5DF,39,20,19,31
L35 5DG,L35,5DG,82,36,46,34
L35 5DH,L35,5DH,35,18,17,16
L35 5DJ,L35,5DJ,47,25,22,17
L35 5DL,L35,5DL,45,20,25,22
L35 5DN,L35,5DN,27,14,13,11
L35 5DQ,L35,5DQ,27,12,15,9
L35 5DT,L35,5DT,66,30,36,30
L35 5DU,L35,5DU,45,24,21,16
L35 5DW,L35,5DW,64,34,30,27
L35 5DX,L35,5DX,27,12,15,9
L35 5DY,L35,5DY,53,25,28,20
L35 5DZ,L35,5DZ,28,14,14,10
L35 5EB,L35,5EB,60,23,37,23
L35 5ED,L35,5ED,49,23,26,15
L35 5EE,L35,5EE,39,21,18,23
L35 5EF,L35,5EF,43,26,17,23
L35 5EG,L35,5EG,57,30,27,24
L35 5EH,L35,5EH,35,18,17,23
L35 5EJ,L35,5EJ,61,34,27,29
L35 5EL,L35,5EL,30,13,17,17
L35 5EN,L35,5EN,75,38,37,24
L35 5EP,L35,5EP,74,35,39,36
L35 5EQ,L35,5EQ,43,19,24,18
L35 5ER,L35,5ER,94,46,48,32
L35 5ES,L35,5ES,102,49,53,41
L35 5ET,L35,5ET,46,22,24,18
L35 5EU,L35,5EU,66,28,38,24
L35 5EW,L35,5EW,60,30,30,21
L35 5EX,L35,5EX,115,52,63,42
L35 5EY,L35,5EY,74,33,41,31
L35 5EZ,L35,5EZ,83,39,44,29
L35 5GA,L35,5GA,19,9,10,6
L35 5HA,L35,5HA,34,19,15,13
L35 5HB,L35,5HB,58,30,28,23
L35 5HD,L35,5HD,69,30,39,26
L35 5HE,L35,5HE,86,41,45,38
L35 5HJ,L35,5HJ,90,45,45,29
L35 5HL,L35,5HL,71,33,38,26
L35 5HN,L35,5HN,18,9,9,8
L35 5HR,L35,5HR,33,17,16,12
L35 5HS,L35,5HS,17,8,9,5
L35 5HW,L35,5HW,41,24,17,18
L35 5JA,L35,5JA,124,52,72,57
L35 5JF,L35,5JF,5,3,2,4
L35 5JG,L35,5JG,3,3,0,3
L35 6DA,L35,6DA,34,17,17,11
L35 6DB,L35,6DB,8,5,3,4
L35 6DD,L35,6DD,79,39,40,24
L35 6DE,L35,6DE,36,17,19,10
L35 6DF,L35,6DF,51,26,25,18
L35 6NA,L35,6NA,30,18,12,8
L35 6NB,L35,6NB,32,14,18,6
L35 6NE,L35,6NE,24,10,14,8
L35 6NG,L35,6NG,31,15,16,13
L35 6NH,L35,6NH,44,23,21,22
L35 6NJ,L35,6NJ,2,1,1,1
L35 6NL,L35,6NL,8,4,4,4
L35 6NP,L35,6NP,5,2,3,2
L35 6NQ,L35,6NQ,27,14,13,11
L35 6NR,L35,6NR,38,16,22,17
L35 6NS,L35,6NS,22,11,11,11
L35 6NT,L35,6NT,8,4,4,3
L35 6NU,L35,6NU,4,2,2,1
L35 6NW,L35,6NW,3,2,1,2
L35 6NX,L35,6NX,18,9,9,7
L35 6NZ,L35,6NZ,15,7,8,0
L35 6PB,L35,6PB,10,4,6,3
L35 6PD,L35,6PD,230,123,107,87
L35 6PE,L35,6PE,47,23,24,18
L35 6PF,L35,6PF,6,3,3,2
L35 6PG,L35,6PG,29,14,15,13
L35 6PH,L35,6PH,43,23,20,17
L35 6PJ,L35,6PJ,53,25,28,29
L35 6PL,L35,6PL,45,22,23,20
L35 6PN,L35,6PN,33,16,17,13
L35 6PP,L35,6PP,47,21,26,38
L35 6PQ,L35,6PQ,21,9,12,10
L35 6PR,L35,6PR,18,8,10,11
L35 6PS,L35,6PS,9,5,4,4
L35 6PT,L35,6PT,32,14,18,12
L35 6PU,L35,6PU,27,13,14,9
L35 6PW,L35,6PW,106,53,53,43
L35 6PX,L35,6PX,36,19,17,12
L35 6PY,L35,6PY,86,45,41,30
L35 6PZ,L35,6PZ,48,24,24,16
L35 6QA,L35,6QA,41,21,20,13
L35 6QD,L35,6QD,31,16,15,10
L35 7JA,L35,7JA,42,20,22,25
L35 7JB,L35,7JB,14,4,10,6
L35 7JD,L35,7JD,11,5,6,4
L35 7JE,L35,7JE,33,18,15,16
L35 7JG,L35,7JG,4,2,2,2
L35 7JH,L35,7JH,23,12,11,9
L35 7JJ,L35,7JJ,2,1,1,1
L35 7JL,L35,7JL,40,20,20,13
L35 7JN,L35,7JN,60,31,29,22
L35 7JP,L35,7JP,10,3,7,7
L35 7JR,L35,7JR,9,6,3,3
L35 7JS,L35,7JS,1,1,0,1
L35 7JT,L35,7JT,82,37,45,40
L35 7JU,L35,7JU,18,9,9,9
L35 7JW,L35,7JW,46,21,25,22
L35 7JX,L35,7JX,36,23,13,18
L35 7JY,L35,7JY,59,28,31,20
L35 7JZ,L35,7JZ,58,31,27,20
L35 7LA,L35,7LA,15,8,7,7
L35 7LB,L35,7LB,12,8,4,6
L35 7LD,L35,7LD,59,26,33,24
L35 7LE,L35,7LE,42,15,27,20
L35 7LF,L35,7LF,76,36,40,28
L35 7LG,L35,7LG,45,22,23,23
L35 7LH,L35,7LH,56,26,30,29
L35 7LJ,L35,7LJ,44,24,20,22
L35 7LL,L35,7LL,65,35,30,28
L35 7LN,L35,7LN,57,34,23,23
L35 7LP,L35,7LP,29,16,13,27
L35 7LQ,L35,7LQ,66,29,37,31
L35 7LR,L35,7LR,15,4,11,5
L35 7LS,L35,7LS,198,107,91,49
L35 7LT,L35,7LT,30,18,12,11
L35 7LU,L35,7LU,33,18,15,12
L35 7LW,L35,7LW,50,21,29,24
L35 7LX,L35,7LX,41,21,20,12
L35 7LY,L35,7LY,43,21,22,12
L35 7LZ,L35,7LZ,30,15,15,10
L35 7NA,L35,7NA,34,18,16,12
L35 7NB,L35,7NB,73,35,38,23
L35 7ND,L35,7ND,24,11,13,10
L35 7NE,L35,7NE,31,13,18,11
L35 7NF,L35,7NF,65,34,31,25
L35 7NG,L35,7NG,54,27,27,18
L35 7NH,L35,7NH,98,44,54,37
L35 7NJ,L35,7NJ,137,69,68,46
L35 7NL,L35,7NL,71,30,41,22
L35 7NN,L35,7NN,68,34,34,24
L35 7NP,L35,7NP,15,9,6,5
L35 7NR,L35,7NR,24,10,14,8
L35 7NU,L35,7NU,42,18,24,18
L35 7NW,L35,7NW,76,38,38,21
L35 7NZ,L35,7NZ,89,45,44,29
L35 8LA,L35,8LA,12,7,5,5
L35 8LB,L35,8LB,42,20,22,21
L35 8LD,L35,8LD,23,12,11,10
L35 8LE,L35,8LE,75,36,39,36
L35 8LF,L35,8LF,29,12,17,12
L35 8LG,L35,8LG,40,19,21,16
L35 8LH,L35,8LH,34,21,13,13
L35 8LJ,L35,8LJ,82,43,39,37
L35 8LL,L35,8LL,71,33,38,33
L35 8LN,L35,8LN,80,38,42,34
L35 8LP,L35,8LP,62,32,30,23
L35 8LQ,L35,8LQ,55,29,26,23
L35 8LR,L35,8LR,67,35,32,27
L35 8LS,L35,8LS,51,29,22,20
L35 8LT,L35,8LT,55,25,30,26
L35 8LU,L35,8LU,58,31,27,24
L35 8LW,L35,8LW,43,18,25,21
L35 8LX,L35,8LX,49,23,26,20
L35 8LY,L35,8LY,23,12,11,13
L35 8LZ,L35,8LZ,70,39,31,23
L35 8NA,L35,8NA,81,36,45,38
L35 8NB,L35,8NB,102,43,59,29
L35 8NE,L35,8NE,53,23,30,23
